Mesh,Class,Number of faces,Number of vertices,Type of faces,Bounding box volume,Centroid,Normalized number of faces,Normalized number of vertices,Normalized bounding box volume,Normalized centroid
546,liquid_container,8000,4002,triangles,0.19620982698071848,[1.14751205e-05 6.32763246e-04 3.70842132e-04],8000,4002,0.19546678225652575,[ 1.29189651e-16 -9.82056349e-18 -2.46276009e-16]
541,liquid_container,7586,1939,triangles,0.3103670184643618,[ 0.00552514 -0.01719916 -0.00333813],7586,1939,0.3447319429823875,[-4.26568413e-18  9.15404363e-17  3.72173783e-19]
561,display_device,7642,3848,triangles,0.11621669343827817,[ 0.02507401 -0.02596491  0.01230088],7642,3848,0.09995430555855117,[-8.47165373e-18  6.12887542e-17  9.52835639e-17]
587,microscope,8170,4115,triangles,0.48912325193456907,[-6.18851534e-18  6.97430503e-18  2.04676292e-17],8170,4115,0.48912325193456907,[-5.18351394e-18  2.11117744e-18  1.60867674e-18]
501,liquid_container,8000,4132,triangles,0.23443612977079967,[ 0.00049965 -0.00414453 -0.00035291],8000,4132,0.2403638972634036,[ 4.97410546e-17 -5.20584973e-19 -3.44192732e-17]
531,liquid_container,7642,3821,triangles,0.08259476056160062,[ 0.0001175  -0.00326321 -0.00014659],7642,3821,0.08099849651527857,[4.49638872e-18 4.20873607e-16 3.00409978e-18]
571,display_device,7643,3859,triangles,0.5808460178110049,[-0.00028257  0.08225915 -0.00178021],7643,3859,0.36780874727923013,[ 9.78170066e-18 -8.06218916e-16  3.41640280e-17]
537,liquid_container,7642,3821,triangles,0.26198628120535994,[ 0.0001574   0.00376417 -0.00052246],7642,3821,0.2562244122670727,[1.67288905e-17 1.17676086e-18 4.40922125e-18]
548,display_device,6656,3290,triangles,0.439764075815865,[-1.06145368e-08  2.86913788e-02  1.35985453e-02],6656,3290,0.40574988656137506,[-2.73506310e-17 -1.82500081e-15 -5.97622256e-16]
504,liquid_container,7642,3821,triangles,0.33547068407159664,[-0.00145829  0.00268564  0.00143953],7642,3821,0.3415327848323436,[-2.28015577e-17 -2.26344867e-17 -5.41720864e-18]
554,display_device,7643,3893,triangles,0.1988127731154788,[-0.00291667 -0.02651247 -0.01165508],7643,3893,0.17026693088753453,[ 2.03962575e-18 -1.42442498e-16  6.19634492e-17]
526,liquid_container,7641,3855,triangles,0.3283334704403874,[0.00231041 0.055652   0.00873354],7641,3855,0.3238237007529286,[ 4.83832602e-18 -8.89186404e-17  1.62357518e-17]
575,microchip,8320,4931,triangles,0.08782137964293726,[-0.01362934  0.01191708  0.0056683 ],8320,4931,0.08101413678169565,[ 1.38513325e-16 -2.96209574e-16  1.25600875e-16]
551,display_device,7185,4523,triangles,0.22176788299622194,[ 0.00745805  0.00986211 -0.00512878],7185,4523,0.22873471301087436,[2.17908576e-17 9.71788289e-17 1.41385908e-17]
569,display_device,7600,3871,triangles,0.09933721705177832,[0.00163778 0.0003692  0.00084343],7600,3871,0.09883620348865241,[-6.44809846e-17 -2.14100100e-17  1.27373785e-16]
519,mailbox,7636,3738,triangles,0.014640533693013432,[0.00064679 0.01215361 0.02564424],7636,3738,0.013622794848699445,[-7.75158726e-17  1.94058847e-17 -1.76479573e-16]
562,display_device,8896,4483,triangles,0.4486594850813603,[-0.00279623  0.0008415   0.00835801],8896,4483,0.44121557249222526,[ 2.89257304e-17  7.27817687e-17 -6.35734556e-16]
532,liquid_container,7680,3804,triangles,0.16047889901656076,[ 2.13091211e-09  2.21137210e-09 -5.09014286e-03],7680,3804,0.1556758586959068,[ 9.26964356e-18 -3.72500401e-17  1.48555079e-17]
517,mailbox,7168,3598,triangles,0.013718067286403679,[-0.001449    0.00396798 -0.00053795],7168,3598,0.013396584862992706,[ 8.00441333e-18 -1.62261733e-16 -1.97183771e-17]
580,eyeglasses,7642,3976,triangles,0.29187631503385497,[0.00370582 0.00026779 0.00042303],7642,3976,0.29234579494273216,[ 8.66266628e-17  3.16857540e-17 -1.25514399e-17]
523,liquid_container,9244,4798,triangles,0.12934839015422436,[ 8.93494671e-17 -1.69610979e-17 -6.39974850e-17],9244,4798,0.12934839015422434,[2.11753407e-17 8.06404177e-18 1.44331307e-17]
586,eyeglasses,7642,3831,triangles,0.06435525895169572,[-0.00316638 -0.0006375   0.01622415],7642,3831,0.058476192856146435,[ 1.73734979e-17 -8.08541435e-18 -1.72430880e-17]
511,liquid_container,7632,3207,triangles,0.24144501947260802,[0.00171956 0.01273007 0.00940639],7632,3207,0.22390402203335574,[ 2.37484563e-17 -2.17301837e-16  1.76161791e-16]
581,eyeglasses,7479,2592,triangles,0.0706853880460475,[-0.0063693   0.00224866  0.02503271],7479,2592,0.06104928306914804,[ 1.65334139e-16 -1.07382863e-17 -8.33898708e-17]
596,hourglass,7642,3841,triangles,0.35430796071969023,[ 0.00224337  0.00145425 -0.00584554],7642,3841,0.3512343360872338,[ 9.67651427e-17 -2.74173926e-16  2.36496870e-16]
582,eyeglasses,7446,1822,triangles,0.06618773632671693,[-0.00159393  0.00119067  0.01530738],7446,1822,0.06063171708995649,[ 7.91536613e-17  5.85731000e-18 -2.06148368e-17]
540,liquid_container,9664,4834,triangles,0.7666075725191035,[ 0.00082829  0.00109355 -0.00156686],9664,4834,0.7594455160698279,[-1.34454527e-17 -5.08579008e-16 -3.42614671e-17]
598,watch,7637,4047,triangles,0.19285644014055495,[ 0.00525187  0.00241571 -0.00162126],7637,4047,0.19099252280859777,[-5.09615206e-17 -5.26718114e-18  1.98890954e-19]
502,liquid_container,6000,3002,triangles,0.38490508007900787,[ 8.36523559e-05  3.09221956e-04 -1.49514135e-04],6000,3002,0.3841918358530515,[-5.08698125e-17  5.36250295e-18 -7.50033872e-17]
528,liquid_container,6132,3128,triangles,0.0750318030259957,[ 1.93792126e-17 -6.84406088e-18  3.78067675e-17],6132,3128,0.07503180302599574,[ 3.19437571e-19 -2.69580908e-18 -3.00426599e-17]
568,display_device,6656,3368,triangles,0.3607107077958321,[-9.85088043e-05 -5.45869472e-03 -1.39779496e-04],6656,3368,0.3491499893216807,[-2.30087788e-17  3.70909426e-16  1.73645408e-16]
516,mailbox,7040,3570,triangles,0.034807501954021214,[-0.00318355  0.00064251  0.0034397 ],7040,3570,0.034673660463001035,[2.59790633e-17 2.47273169e-16 7.09749719e-17]
547,liquid_container,7643,3905,triangles,0.5034729103433863,[-0.0063335   0.0016452   0.00310264],7643,3905,0.49853555596416693,[-1.34847319e-16  5.38408413e-18  9.42907724e-17]
539,liquid_container,7643,3847,triangles,0.5589504754009204,[-0.0024167  -0.00911442  0.00035161],7643,3847,0.5297801158276276,[7.72711762e-18 3.47756367e-18 1.35504134e-18]
589,microscope,7642,4222,triangles,0.30029710400774995,[ 0.00209529 -0.00511623  0.00132518],7642,4222,0.30970736522938974,[-7.02764338e-18  1.04264195e-17  2.30748627e-17]
555,display_device,7642,3986,triangles,0.23706165617412958,[0.00984038 0.00948638 0.01633251],7642,3986,0.21526979276437935,[-2.55029593e-17  2.69826532e-17 -4.00248491e-17]
544,liquid_container,8000,4002,triangles,0.195867564712602,[-7.13244257e-07  6.27169064e-04  3.97263792e-04],8000,4002,0.19513235741736432,[-6.99229669e-17 -1.56740632e-18  2.11562792e-16]
525,liquid_container,7635,3893,triangles,0.06803087329989192,[-0.01565973  0.00649459 -0.00252794],7635,3893,0.07487250527574943,[-5.74361462e-17 -3.94980449e-18 -1.22344125e-17]
545,liquid_container,7642,3824,triangles,0.4018462207538135,[ 0.00191447 -0.00106425  0.00236343],7642,3824,0.4035762530100252,[ 9.22597075e-17  5.60337458e-18 -2.42496559e-16]
522,liquid_container,7642,3881,triangles,0.23218823772675456,[-0.00536579 -0.00059049 -0.00906756],7642,3881,0.22000065196120133,[-4.42258386e-17 -1.93917143e-17 -5.62692267e-17]
529,liquid_container,7633,4202,triangles,0.43934617618636024,[-0.00070351  0.00198121  0.00180586],7633,4202,0.4346199663171357,[9.18140174e-19 9.63716916e-18 1.55183854e-17]
591,microscope,6381,3185,triangles,0.2322297429229976,[-6.79728382e-18  1.83178085e-17  2.77207177e-17],6381,3185,0.23222974292299767,[-2.99777646e-18  2.07404301e-18 -2.88448839e-18]
514,mailbox,7642,3984,triangles,0.05354370382829303,[ 0.00229178 -0.08108212 -0.02101059],7642,3984,0.09103989176529415,[-1.35503500e-17 -6.32386825e-16 -3.58328383e-16]
542,liquid_container,9152,4610,triangles,0.6221194002384619,[ 1.20759079e-05 -4.03346564e-03  5.00779245e-05],9152,4610,0.6223063643785843,[-1.17380196e-16  5.18385046e-16 -2.13254336e-17]
518,mailbox,8880,4462,triangles,0.011988841055315563,[-0.00015399  0.0004345   0.00023481],8880,4462,0.011957640607181835,[-2.07315395e-18  4.95146530e-18  2.12272303e-18]
715,blade,7565,3748,triangles,0.006151166170332169,[-1.57022163e-05 -7.80898858e-05 -4.97093957e-03],7565,3748,0.0063383379049094645,[ 1.11970198e-17 -1.26551965e-18  3.00216392e-17]
792,furniture,7642,3847,triangles,0.16806740395099218,[ 0.01312871 -0.02480322  0.01941345],7642,3847,0.14545858289761343,[ 3.08155791e-17  3.55404121e-17 -4.36210580e-17]
743,wheel,7642,3826,triangles,0.09092523988853275,[-0.00465955 -0.00290971 -0.00033865],7642,3826,0.08842987688194233,[-3.07299055e-17 -2.17579483e-17 -5.17995299e-17]
776,furniture,7648,3702,triangles,0.08944964622403376,[-0.00513402  0.00169328 -0.00102497],7648,3702,0.0918658945112705,[ 1.06568815e-16 -4.25021309e-17 -1.59245928e-17]
777,furniture,7440,3832,triangles,0.06916043195823031,[ 0.00018279  0.00521482 -0.00177968],7440,3832,0.06923633864149895,[-5.61195720e-17 -6.61295421e-18 -1.24309777e-17]
722,blade,6080,3140,triangles,0.007871020326544065,[ 3.31320749e-05  3.58178553e-06 -3.79429822e-03],6080,3140,0.008052964710375745,[5.44310925e-18 2.28519433e-17 2.51762517e-16]
739,wheel,6496,3230,triangles,0.4090885595957419,[ 3.64322265e-06  3.95995759e-05 -9.73002636e-04],6496,3230,0.40899144353123174,[-1.18412332e-17  1.44707088e-17 -3.85312697e-17]
712,blade,9314,4876,triangles,0.0013204610358431709,[ 1.11238609e-16 -3.57386478e-18 -6.74981169e-18],9314,4876,0.0013204610358431709,[1.63596235e-17 3.78892638e-20 2.26043145e-19]
723,blade,7642,3829,triangles,0.0054305641673144354,[ 3.05221193e-05 -1.41512257e-05  2.65580745e-02],7642,3829,0.004649605776401015,[-3.52834328e-17  1.80177468e-18  4.50294165e-17]
791,furniture,7642,3857,triangles,0.15879451898398206,[-0.00018568 -0.02300971 -0.00201251],7642,3857,0.18290134891008195,[-7.52286200e-17 -7.25660421e-17 -1.20841458e-16]
753,ice_cream,8370,4188,triangles,0.027737888780211464,[-9.34867006e-06  1.68216660e-04 -2.71172279e-05],8370,4188,0.027709911757063773,[-2.47347212e-18 -2.78085949e-17 -4.49835171e-18]
717,blade,7643,3985,triangles,0.0017408899075133542,[-1.08259267e-04 -1.26101120e-04 -1.17886283e-01],7643,3985,0.0009283317921579127,[-1.06281741e-18 -4.29436564e-19  4.55302880e-17]
779,furniture,7642,3847,triangles,0.08058939636896073,[ 0.00203867 -0.00333274  0.00027033],7642,3847,0.07961161109382399,[-8.51930951e-17 -1.59376310e-17  1.06635666e-17]
708,blade,7642,3853,triangles,0.0038005431780608174,[-1.92624806e-05  9.68379309e-05 -1.05949017e-04],7642,3853,0.00379833581271721,[ 2.77677317e-18  9.18102287e-18 -3.89446096e-20]
744,wheel,7442,3721,triangles,0.4079596901699961,[ 3.08511316e-17  5.22141976e-18 -7.47408943e-18],7442,3721,0.4079596901699961,[-1.17556536e-17  5.22141976e-18 -3.38646367e-18]
766,furniture,7587,2942,triangles,0.11839189393149786,[ 0.03664291 -0.01512487  0.0043748 ],7587,2942,0.14875943826897414,[-1.77477188e-16  1.13329567e-16  8.96991192e-20]
770,furniture,8768,4901,triangles,0.2244614019367001,[-0.00071274 -0.00359664 -0.00210696],8768,4901,0.22937577428933337,[-1.31146652e-16 -5.56572630e-16  1.00095421e-16]
780,furniture,7488,3954,triangles,0.46276056401546234,[-0.00015431 -0.00164571  0.01210496],7488,3954,0.4673602382660134,[-2.46529038e-17 -3.90403160e-16 -1.01868719e-16]
778,furniture,7625,3831,triangles,0.44753110258463974,[-0.03333417 -0.01765887  0.05754046],7625,3831,0.32277810723636396,[-5.05193497e-17  3.41094362e-17  1.14337612e-15]
759,ice_cream,7642,3827,triangles,0.09712667674055453,[ 3.75363467e-05 -1.17436427e-01 -1.94879964e-02],7642,3827,0.051578867126425176,[-5.25811140e-20  1.10848241e-16 -3.33436788e-17]
798,furniture,9584,5046,triangles,0.1906619114621489,[-0.00746493  0.00317849  0.00302878],9584,5046,0.19434473494595556,[3.75643608e-17 2.20614472e-16 7.75743861e-17]
747,wheel,7642,3831,triangles,0.1344066682396257,[ 0.0319586   0.02782805 -0.00303592],7642,3831,0.11218560504481695,[-7.23485195e-17 -2.28869390e-17 -1.23335171e-16]
740,wheel,7556,4352,triangles,0.47019031770440617,[-4.30970364e-17 -3.44776291e-17 -3.06972712e-17],7556,4352,0.47019031770440617,[4.87572095e-18 9.76738604e-18 1.35365830e-17]
709,blade,7642,3835,triangles,0.0034955967633465536,[1.66097957e-04 2.14253515e-05 8.64669960e-02],7642,3835,0.0024788464705089923,[-6.78736004e-19  2.59190757e-19  2.97964427e-16]
736,wheel,7642,3842,triangles,0.2221951458361979,[-0.0008748   0.00347455  0.00335542],7642,3842,0.21767180549406695,[-3.13369985e-17 -1.00055888e-17  2.82468247e-17]
757,ice_cream,7642,3930,triangles,0.23594018199445382,[ 0.00167598 -0.073399    0.00466122],7642,3930,0.2465167498553604,[ 6.08786417e-18 -4.72127285e-16 -7.85878289e-18]
771,furniture,7642,3860,triangles,0.4219255192023899,[-0.01008932  0.01031959  0.0378919 ],7642,3860,0.33889158215361986,[-1.3510350e-16  6.0688357e-17 -1.0786924e-16]
725,blade,8256,4132,triangles,0.005728888393983467,[5.41181018e-03 1.98393037e-03 3.45947025e-05],8256,4132,0.005546821836183479,[-2.05211238e-17 -1.04259736e-17  3.85367225e-17]
735,wheel,7642,3843,triangles,0.09306088641167422,[ 0.01199711 -0.00018715  0.00043883],7642,3843,0.08688034327562538,[-5.15117627e-17  4.09652940e-17 -5.40052867e-18]
706,blade,9347,3162,triangles,0.0038119882093585107,[-4.03781302e-18 -3.21620585e-17  1.51061388e-18],9347,3162,0.003811988209358512,[-1.86090513e-18  1.01164772e-18 -7.59833022e-20]
750,ice_cream,7600,3760,triangles,0.020772354983584644,[-0.00150736  0.00187781  0.00537311],7600,3760,0.03908753900801844,[-5.05653439e-18 -3.70086645e-17  3.88135150e-17]
726,blade,7642,3840,triangles,0.0057652590653501645,[-0.00013529  0.00161796  0.07967419],7642,3840,0.003699788926706871,[-1.73653048e-18 -7.96685309e-18  6.52472867e-16]
738,wheel,7642,4026,triangles,0.502012881207817,[ 0.00215109  0.00258369 -0.02232194],7642,4026,0.4943103340307747,[-2.81967969e-17  5.92606703e-17  5.68486032e-17]
773,furniture,7642,3862,triangles,0.42192558336209685,[-0.0008888   0.00433879 -0.0214886 ],7642,3862,0.371887365813146,[ 1.06473033e-17 -1.03954045e-16  2.23877249e-16]
769,furniture,7642,3862,triangles,0.15728588267536753,[-0.00760161  0.01730884  0.01024442],7642,3862,0.14202017848623558,[-4.10943504e-17 -4.71312959e-17  1.03454560e-16]
703,blade,7641,3952,triangles,0.0007836782580859745,[ 0.0001278  -0.00031039  0.00131867],7641,3952,0.0007899116003955573,[ 1.03152838e-18 -2.24741503e-19 -5.88380278e-16]
765,furniture,6904,3735,triangles,0.4566622842047486,[ 0.00062484 -0.00820684  0.00053033],6904,3735,0.4583786074524314,[-5.82012499e-17  8.34896632e-18  1.49857815e-16]
784,furniture,9216,4614,triangles,0.09961420319494686,[ 0.00000000e+00  5.90010509e-16 -1.87341112e-16],9216,4614,0.09961420319494686,[ 0.00000000e+00  1.35189625e-16 -1.11425342e-16]
746,wheel,8192,4196,triangles,0.69109670707544,[ 1.15117525e-04 -2.48506849e-04 -1.75571485e-09],8192,4196,0.6921281858151035,[-2.19742665e-17  8.29392957e-17 -3.10232721e-18]
763,furniture,8704,4659,triangles,0.49458434534368656,[ 0.00394205 -0.04832547 -0.00753009],8704,4659,0.598869654344156,[-4.42406837e-15  3.12037248e-16 -2.02546000e-16]
714,blade,7642,3829,triangles,0.0032673843532881877,[-1.06576458e-04 -6.91930291e-05 -6.93444947e-02],7642,3829,0.005113523167299976,[-7.93288275e-19 -3.11470982e-21 -1.62885868e-15]
716,blade,9573,4757,triangles,0.0033294461211810784,[ 1.67192773e-17  1.20504388e-18 -3.23773720e-16],9573,4757,0.0033294461211810784,[ 5.56628529e-18  3.42422818e-19 -4.57967727e-17]
789,furniture,7642,3874,triangles,0.21525407528948226,[ 0.00204932 -0.00058449 -0.00110699],7642,3874,0.21601072079525108,[-1.31040134e-17 -1.29134356e-16  1.37291228e-18]
732,blade,8608,4316,triangles,0.00659779881355155,[ 2.65758356e-04  4.06578025e-06 -1.44059241e-03],8608,4316,0.006541097427807592,[-1.29660130e-17 -5.03435563e-18 -5.99355803e-17]
783,furniture,7680,3758,triangles,0.27541451963067065,[-0.00434915  0.00085501 -0.01053269],7680,3758,0.2827282955231339,[2.18469911e-17 1.96520443e-17 2.53182845e-17]
761,ice_cream,7562,3509,triangles,0.10863236358715779,[ 0.00643983 -0.00241642 -0.00308526],7562,3509,0.15306251895986983,[ 8.91981068e-18  2.61095411e-16 -1.93988456e-18]
729,blade,7642,3861,triangles,0.0024562730049656756,[0.00013452 0.00263578 0.00043411],7642,3861,0.0024178337453012125,[ 1.18725894e-18  1.21920374e-17 -1.62199565e-17]
786,furniture,7642,3839,triangles,0.24786630621758468,[ 0.00176274  0.00701573 -0.00202645],7642,3839,0.26268159189947066,[-8.30353701e-18 -3.86134353e-16 -2.16535423e-18]
793,furniture,6272,3406,triangles,0.32838667368612434,[ 0.00260135  0.04398443 -0.01087343],6272,3406,0.43286905269349596,[ 3.45085699e-18 -5.47272151e-16 -1.58082916e-16]
758,ice_cream,3320,1604,triangles,0.04570016008031681,[ 8.87111606e-07 -2.17796254e-03  1.44142071e-09],3320,1604,0.04630260023236076,[1.91046697e-18 8.48759965e-17 2.42471947e-18]
737,wheel,6884,3782,triangles,0.5374614930268866,[-8.80663425e-18  1.73784249e-17  1.36649608e-17],6884,3782,0.537461493026887,[-2.39246897e-18  8.39565799e-18  7.50031684e-18]
756,ice_cream,9520,4650,triangles,0.03810388410180302,[-1.01050905e-04 -3.00747755e-04 -8.50164716e-05],9520,4650,0.0381727248454968,[ 4.94138780e-17 -8.11426978e-16  2.90418824e-17]
711,blade,7620,4154,triangles,0.0028954379151667473,[ 1.79034665e-04 -5.10622740e-06  3.09143952e-02],7620,4154,0.0035064524438299456,[ 4.97782952e-19 -1.24028135e-19 -3.69829348e-17]
799,furniture,7146,3616,triangles,0.10050017944153476,[ 7.40004695e-05 -7.55080967e-04 -3.04907879e-04],7146,3616,0.10004623654969914,[-3.10983724e-17 -3.83383483e-16 -3.51032041e-17]
782,furniture,7636,3881,triangles,0.1425660166665337,[ 0.00324227  0.02629571 -0.03032648],7636,3881,0.1400615963424562,[ 1.73427650e-16  4.49581681e-16 -1.77575610e-16]
742,wheel,8128,4066,triangles,0.18531048170660525,[-3.25742555e-09 -2.68057790e-09 -1.04441787e-18],8128,4066,0.18531048532841587,[ 1.06189310e-16 -9.16869193e-17 -2.38919121e-19]
719,blade,7642,3833,triangles,0.031200344295193094,[-0.00150482 -0.00047577  0.00263512],7642,3833,0.031699942607747195,[-1.62370660e-17 -1.02499393e-17  1.53166172e-16]
752,ice_cream,7538,3625,triangles,0.0477018050464079,[-0.00042765  0.00223742 -0.00129797],7538,3625,0.08166410556397197,[-5.00366032e-18  8.19880562e-17 -2.17450579e-18]
797,furniture,6876,3418,triangles,0.11805087216630873,[ 0.00018029 -0.00482654 -0.00010105],6876,3418,0.11469716019551779,[ 1.63316755e-17  4.54954324e-16 -1.83960370e-17]
760,ice_cream,8704,4449,triangles,0.22362073843174798,[ 2.34312655e-04  3.17518519e-02 -3.49442438e-06],8704,4449,0.18590670648718244,[ 4.40757792e-18 -3.44258974e-16  8.27239678e-18]
751,ice_cream,7585,3828,triangles,0.07459111828002395,[-0.00649085 -0.00093904  0.0059794 ],7585,3828,0.07981866716599827,[-3.01392343e-17 -1.68085098e-16 -1.77623358e-17]
785,furniture,7152,3706,triangles,0.1776623673947546,[-1.38475035e-04  1.40823240e-03  9.27309824e-05],7152,3706,0.17616964426697884,[-5.40282576e-17 -8.64394078e-17 -8.88463015e-17]
794,furniture,7643,3985,triangles,0.4761075967580269,[-0.00120936  0.01046069 -0.00163207],7643,3985,0.4714721141189577,[-2.20121608e-18  3.37886696e-16  3.27738673e-17]
790,furniture,7642,3904,triangles,0.1363229457939779,[ 0.00254684 -0.01578416 -0.00083477],7642,3904,0.15010547730526616,[-4.54653960e-18 -1.64798730e-17  2.81181613e-18]
788,furniture,9792,4910,triangles,0.04667812308825359,[-8.58218618e-05  3.95118691e-03 -1.88764721e-05],9792,4910,0.04558878110110493,[-4.24247648e-18  2.19670401e-16 -9.43463456e-18]
705,blade,7642,3847,triangles,0.012701148828374368,[-0.00054088 -0.05202045  0.00014555],7642,3847,0.009952246861349228,[-3.93210000e-18  2.53428805e-16  8.21141526e-19]
772,furniture,7642,3863,triangles,0.4219255192023899,[-0.00868818  0.00949878 -0.02282239],7642,3863,0.39876437248236296,[-4.35409755e-18  1.00952554e-16 -3.36328888e-17]
710,blade,7642,3875,triangles,0.0022142975045679326,[-4.66330082e-05 -4.46427633e-04 -1.07482801e-02],7642,3875,0.0023634635051265496,[2.22044605e-19 1.69454504e-18 1.78459398e-17]
741,wheel,7643,3874,triangles,0.6869500906498999,[-0.0041375  -0.00668801 -0.00552909],7643,3874,0.7042898036588736,[ 2.12959920e-16 -2.70677761e-17  5.50418714e-18]
745,wheel,6640,3320,triangles,0.514923279151926,[-2.16306672e-04 -2.72793063e-05 -2.41711487e-04],6640,3320,0.5150075688483693,[ 6.15555130e-17 -1.77401601e-17 -1.28846064e-16]
764,furniture,7744,3992,triangles,0.47372396445493126,[ 0.0061872  -0.00362564  0.00271693],7744,3992,0.4663359205472581,[-2.27645085e-16  8.02478213e-16 -1.74320589e-16]
787,furniture,7642,3864,triangles,0.1783369319328314,[-0.00067894 -0.00357659 -0.0002128 ],7642,3864,0.18221937583509767,[ 1.25776431e-16 -1.80325044e-16  9.85703640e-17]
707,blade,8628,4325,triangles,0.0027506456511698107,[2.32440913e-17 1.50714380e-17 2.66866651e-18],8628,4325,0.0027506456511698107,[-3.77347479e-18 -1.17760650e-18 -1.04283955e-20]
796,furniture,7642,3866,triangles,0.1691779311274481,[-0.00789678  0.04639568  0.00397995],7642,3866,0.22658032078897597,[-6.33223427e-18  9.68142621e-18 -2.48120200e-17]
727,blade,7642,3833,triangles,0.01678583336963808,[-0.00635239  0.01223958 -0.00106991],7642,3833,0.018081450325968584,[ 2.15480444e-17  1.38162375e-17 -8.76367999e-18]
781,furniture,8128,4354,triangles,0.28286999122948747,[-1.20085462e-05 -2.17390221e-03 -1.04621226e-02],8128,4354,0.28289037335270245,[-2.91580163e-17 -2.76612296e-16 -8.48604094e-17]
768,furniture,7615,3847,triangles,0.12344084238689874,[ 0.00151997  0.02549579 -0.01186389],7615,3847,0.12232189218317144,[ 1.44044728e-17 -6.39020362e-16 -1.05553437e-17]
731,blade,6240,3122,triangles,0.0044455788434982655,[ 2.30096081e-05  2.62316500e-04 -5.59038367e-06],6240,3122,0.004438589286576307,[-1.10573341e-19  4.31802789e-17  2.20782041e-20]
704,blade,7642,3823,triangles,0.0005882023602838154,[-4.70675676e-05 -8.11045725e-04 -2.97307295e-04],7642,3823,0.0005871543457440631,[9.44671053e-20 2.18213058e-18 2.13512107e-17]
724,blade,8256,4132,triangles,0.004908901919910746,[6.06988975e-03 2.30833603e-03 1.99789403e-06],8256,4132,0.004734377381448421,[2.30602350e-17 2.03196070e-19 3.51949028e-17]
720,blade,7443,3383,triangles,0.0027453366922445665,[0.0004747  0.0166876  0.00024165],7443,3383,0.0024878346078635923,[ 1.95880688e-19 -1.22410047e-16  1.07715149e-18]
749,wheel,7642,3838,triangles,0.6630263588363808,[ 0.00768019 -0.01193297 -0.00021258],7642,3838,0.6177340073475895,[ 2.49641081e-17 -2.16060306e-16  7.02784481e-17]
718,blade,7362,3531,triangles,0.005435300900049883,[ 7.20401518e-02  9.23075151e-05 -1.79558528e-05],7362,3531,0.0036295607102132497,[-1.42621683e-16 -4.53946330e-19  7.27100183e-20]
767,furniture,7642,3926,triangles,0.27019736313312626,[-0.00159418  0.00370211 -0.00049466],7642,3926,0.27279839703670156,[ 1.16366983e-17  2.12709088e-16 -1.96183704e-18]
748,wheel,7642,3827,triangles,0.35874664285343627,[-0.00035328 -0.00094884 -0.0009384 ],7642,3827,0.35798727873044417,[-3.44932108e-17 -1.32848904e-17  5.72916565e-17]
713,blade,8000,4059,triangles,0.004362995678254698,[ 1.01124190e-05 -1.02592788e-05  5.86833642e-04],8000,4059,0.004378393924814045,[ 7.46841408e-19 -5.23964272e-19 -1.78982093e-16]
733,wheel,7642,3833,triangles,0.4211811784306876,[ 0.00263501 -0.00113993  0.00563397],7642,3833,0.41459184595796,[4.48376009e-17 1.46707008e-17 1.73014341e-16]
700,blade,6016,3100,triangles,0.02110860523607456,[ 1.88592576e-03 -4.85327510e-03 -3.57934829e-05],6016,3100,0.021735409089858892,[4.08723234e-17 8.60960049e-17 8.47496356e-19]
734,wheel,7264,4488,triangles,0.18730158818258605,[ 8.51892398e-04 -1.31274258e-10  3.20259292e-10],7264,4488,0.18730158803505878,[1.07089026e-16 2.40573060e-17 7.40488825e-17]
755,ice_cream,6320,3046,triangles,0.03323152357697878,[ 3.32459568e-09 -2.34137521e-04  2.53540490e-07],6320,3046,0.03327825181270159,[ 4.86303472e-18 -1.13815173e-16 -1.21760958e-18]
795,furniture,5984,3018,triangles,0.17032110559596772,[-3.95457174e-19  3.60693730e-17 -1.33995605e-17],5984,3018,0.1703211055959678,[-5.45363033e-18 -4.63512595e-18 -6.91590221e-18]
730,blade,7635,3713,triangles,0.02827389106138079,[ 2.50830928e-05  2.52952669e-03 -5.09390162e-04],7635,3713,0.02784907921047193,[ 1.99121774e-18  6.95646072e-17 -4.79163048e-18]
754,ice_cream,6327,3173,triangles,0.11013981786322996,[-0.00300972  0.01003986  0.00032183],6327,3173,0.10376288046905603,[ 1.58940690e-17 -8.13510410e-17  3.71546825e-17]
721,blade,8480,4250,triangles,0.003681958655643247,[9.36008660e-05 5.66462861e-04 7.26127257e-04],8480,4250,0.00366596371234987,[-9.58016346e-18  3.44658942e-18 -3.27907636e-16]
774,furniture,7168,3624,triangles,0.3860907887212407,[-6.59966492e-05 -3.56176352e-03  1.51501073e-03],7168,3624,0.37795597554491983,[ 1.46260548e-16  3.81734900e-17 -8.57788209e-18]
775,furniture,7636,3855,triangles,0.24418903499620517,[ 0.00094125  0.03915648 -0.01066911],7636,3855,0.24352395543080094,[ 3.30330949e-17 -2.35508399e-17  1.47259348e-16]
701,blade,7600,3826,triangles,0.003230598168653447,[ 5.83443313e-06 -6.26588696e-06  1.94445428e-04],7600,3826,0.0032343701523061545,[ 1.19925342e-19  4.43429054e-19 -5.03749914e-17]
728,blade,7642,3989,triangles,0.01261944691645498,[3.61840659e-05 1.75016025e-03 2.85607471e-02],7642,3989,0.015056847495285127,[-6.56750913e-18  2.93976703e-17  3.22532452e-16]
